,name,cid_c,cid_w,cid_u,cid_g,cid_b,cid_r,mc_c,mc_w,mc_u,mc_b,mc_r,mc_g,power,toughness,flying,trample,doublestrike,first_strike,vigilance,haste,menace,fear,shadow,defender,deathtouch,indestructible,hexproof,shroud
202,Alpha Tyrranax,0,0,0,0,0,1,4,0,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Alpine Grizzly,0,0,0,0,0,1,2,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Altac Bloodseeker,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
205,Altered Ego,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Amaranthine Wall,1,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
207,Amateur Auteur,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Amateur Auteur (b),0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Amateur Auteur (c),0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Amateur Auteur (d),0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Ambassador Laquatus,0,0,1,0,0,0,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Ambassador Oak,0,0,0,0,0,1,3,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Ambitious Aetherborn,0,0,0,1,0,0,4,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Ambuscade Shaman,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,Ambush Commander,0,0,0,0,0,1,3,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Ambush Krotiq,0,0,0,0,0,1,5,0,0,0,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,Ambush Party,0,0,0,0,1,0,4,0,0,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
218,Ambush Viper,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,Ammit Eternal,0,0,0,1,0,0,2,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Amoeboid Changeling,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Amphibious Kavu,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Amphin Cutthroat,0,0,1,0,0,0,3,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Amphin Pathmage,0,0,1,0,0,0,3,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Ampryn Tactician,0,1,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Amrou Kithkin,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Amrou Scout,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Amrou Seekers,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Amugaba,0,0,1,0,0,0,5,0,2,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Ana Battlemage,0,0,1,1,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Ana Disciple,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Anaba Ancestor,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Anaba Bodyguard,0,0,0,0,1,0,3,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233,Anaba Shaman,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Anaba Spirit Crafter,0,0,0,0,1,0,2,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Anaconda,0,0,0,0,0,1,3,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"Anafenza, Kin-Tree Spirit",0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"Anafenza, the Foremost",0,1,0,1,0,1,0,1,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Anarchist,0,0,0,0,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Anathemancer,0,0,0,1,1,0,1,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,Anavolver,0,0,1,1,0,1,3,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Anax and Cymede,0,1,0,0,1,0,1,1,0,0,1,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
242,Ancestor Dragon,0,1,0,0,0,0,4,2,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Ancestor's Chosen,0,1,0,0,0,0,5,2,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,Ancestor's Prophet,0,1,0,0,0,0,4,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Ancestral Statue,1,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Ancient Brontodon,0,0,0,0,0,1,6,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Ancient Carp,0,0,1,0,0,0,4,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Ancient Crab,0,0,1,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Ancient Hellkite,0,0,0,0,1,0,4,0,0,0,3,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Ancient Hydra,0,0,0,0,1,0,4,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Ancient Kavu,0,0,0,0,1,0,3,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Ancient Silverback,0,0,0,0,0,1,4,0,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Ancient Spider,0,1,0,0,0,1,2,1,0,0,0,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
254,Ancient Stone Idol,1,0,0,0,0,0,10,0,0,0,0,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,Ancient of the Equinox,0,0,0,1,0,1,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
256,Andradite Leech,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Angel,0,1,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Angel of Condemnation,0,1,0,0,0,0,2,2,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
259,Angel of Deliverance,0,1,0,0,0,0,6,2,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Angel of Despair,0,1,0,1,0,0,3,2,0,2,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Angel of Finality,0,1,0,0,0,0,3,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Angel of Flight Alabaster,0,1,0,0,0,0,4,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Angel of Fury,0,1,0,0,0,0,4,2,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Angel of Glory's Rise,0,1,0,0,0,0,5,2,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Angel of Invention,0,1,0,0,0,0,3,2,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
266,Angel of Jubilation,0,1,0,0,0,0,1,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Angel of Light,0,1,0,0,0,0,4,1,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
268,Angel of Mercy,0,1,0,0,0,0,4,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Angel of Renewal,0,1,0,0,0,0,5,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Angel of Retribution,0,1,0,0,0,0,6,1,0,0,0,0,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
271,Angel of Salvation,0,1,0,0,0,0,6,2,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Angel of Sanctions,0,1,0,0,0,0,3,2,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Angel of Serenity,0,1,0,0,0,0,4,3,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Angel of the Dawn,0,1,0,0,0,0,4,1,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
275,Angel of the Dire Hour,0,1,0,0,0,0,5,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Angel of the God-Pharaoh,0,1,0,0,0,0,4,2,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Angel's Herald,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Angelfire Crusader,0,1,0,0,1,0,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Angelic Arbiter,0,1,0,0,0,0,5,2,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Angelic Captain,0,1,0,0,1,0,3,1,0,0,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Angelic Curator,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Angelic Field Marshal,0,1,0,0,0,0,2,2,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
283,Angelic Guardian,0,1,0,0,0,0,4,2,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0
284,Angelic Overseer,0,1,0,0,0,0,3,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0
285,Angelic Page,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Angelic Protector,0,1,0,0,0,0,3,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Angelic Rocket,1,0,0,0,0,0,8,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Angelic Skirmisher,0,1,0,0,0,0,4,2,0,0,0,0,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0
289,Angelic Wall,0,1,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
290,Anger,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291,Angler Drake,0,0,1,0,0,0,4,0,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Angler Turtle,0,0,1,0,0,0,5,0,2,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,Angrath's Ambusher,0,0,0,1,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Angrath's Marauders,0,0,0,0,1,0,5,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Angus Mackenzie,0,1,1,0,0,1,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"Animar, Soul of Elements",0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Animus of Predation,0,0,0,0,0,1,4,0,0,0,0,1,4,4,1,0,1,1,1,1,1,0,0,0,1,1,1,0
298,Ankle Shanker,0,1,0,1,1,0,2,1,0,1,1,0,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0
299,Anodet Lurker,1,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Anointed Deacon,0,0,0,1,0,0,4,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Anointer Priest,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Anointer of Champions,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"Anowon, the Ruin Sage",0,0,0,1,0,0,3,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Ant Queen,0,0,0,0,0,1,3,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Anthousa, Setessan Hero",0,0,0,0,0,1,3,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Anthroplasm,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Antler Skulkin,1,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Anurid Barkripper,0,0,0,0,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Anurid Brushhopper,0,1,0,0,0,1,1,1,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Anurid Murkdiver,0,0,0,1,0,0,4,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Anurid Scavenger,0,0,0,0,0,1,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Anurid Swarmsnapper,0,0,0,0,0,1,2,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Anvilwrought Raptor,1,0,0,0,0,0,4,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
314,"Anya, Merciless Angel",0,1,0,0,1,0,3,1,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
315,Apes of Rath,0,0,0,0,0,1,2,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Apex Hawks,0,1,0,0,0,0,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Aphetto Alchemist,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Aphetto Exterminator,0,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Aphetto Grifter,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Aphetto Runecaster,0,0,1,0,0,0,3,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Aphetto Vulture,0,0,0,1,0,0,4,0,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Apocalypse Hydra,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Apothecary Geist,0,1,0,0,0,0,3,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Apothecary Initiate,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Apprentice Necromancer,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326,Apprentice Sorcerer,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Apprentice Wizard,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Aquamoeba,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Aquastrand Spider,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Aquus Steed,0,0,1,0,0,0,3,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Araba Mothrider,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Arachnoid,1,0,0,0,0,0,6,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Arachnus Spinner,0,0,0,0,0,1,5,0,0,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"Arahbo, Roar of the World",0,1,0,0,0,1,3,1,0,0,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,"Arashi, the Sky Asunder",0,0,0,0,0,1,3,0,0,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Arashin Cleric,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Arashin Foremost,0,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,Arashin Sovereign,0,1,0,0,0,1,5,1,0,0,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Arashin War Beast,0,0,0,0,0,1,5,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Arbalest Elite,0,1,0,0,0,0,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Arbiter of Knollridge,0,1,0,0,0,0,6,1,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
342,Arbiter of the Ideal,0,0,1,0,0,0,4,0,2,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Arbor Colossus,0,0,0,0,0,1,2,0,0,0,0,3,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Arbor Elf,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Arborback Stomper,0,0,0,0,0,1,3,0,0,0,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346,Arboretum Elemental,0,0,0,0,0,1,7,0,0,0,0,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,Arc Mage,0,0,0,0,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Arc Runner,0,0,0,0,1,0,2,0,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349,Arc-Slogger,0,0,0,0,1,0,3,0,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Arcades Sabboth,0,1,1,0,0,1,2,2,2,0,0,2,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"Arcades, the Strategist",0,1,1,0,0,1,1,1,1,0,0,1,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0
352,Arcane Artisan,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Arcane Savant,0,0,1,0,0,0,3,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Arcanis the Omnipotent,0,0,1,0,0,0,3,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Arcbound Bruiser,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Arcbound Crusher,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,Arcbound Fiend,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,Arcbound Hybrid,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,Arcbound Lancer,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360,Arcbound Overseer,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Arcbound Ravager,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Arcbound Reclaimer,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Arcbound Slith,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Arcbound Stinger,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Arcbound Wanderer,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Arcbound Worker,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Archaeomancer,0,0,1,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Archangel,0,1,0,0,0,0,5,2,0,0,0,0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
369,Archangel Avacyn,0,1,0,0,1,0,3,2,0,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0
370,Archangel of Strife,0,1,0,0,0,0,5,2,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Archangel of Thune,0,1,0,0,0,0,3,2,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Archangel of Tithes,0,1,0,0,0,0,1,3,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Archdemon of Greed,0,0,0,1,0,0,0,0,0,0,0,0,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
374,Archdemon of Paliano,0,0,0,1,0,0,2,0,0,2,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Archdemon of Unx,0,0,0,1,0,0,5,0,0,2,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
376,Archers of Qarsi,0,0,0,0,0,1,3,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
377,Archers' Parapet,0,0,0,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,Archetype of Aggression,0,0,0,0,1,0,1,0,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
379,Archetype of Courage,0,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380,Archetype of Endurance,0,0,0,0,0,1,6,0,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381,Archetype of Finality,0,0,0,1,0,0,4,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,Archetype of Imagination,0,0,1,0,0,0,4,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Archfiend of Depravity,0,0,0,1,0,0,3,0,0,2,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Archfiend of Despair,0,0,0,1,0,0,6,0,0,2,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Archfiend of Ifnir,0,0,0,1,0,0,3,0,0,2,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Architect of the Untamed,0,0,0,0,0,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Architects of Will,0,0,1,1,0,0,2,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Archivist,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Archon of Justice,0,1,0,0,0,0,3,2,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Archon of Redemption,0,1,0,0,0,0,3,2,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Archon of Valor's Reach,0,1,0,0,0,1,4,1,0,0,0,1,5,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0
392,Archon of the Triumvirate,0,1,1,0,0,0,5,1,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Archweaver,0,0,0,0,0,1,5,0,0,0,0,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,Archwing Dragon,0,0,0,0,1,0,2,0,0,0,2,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
395,Arclight Phoenix,0,0,0,0,1,0,3,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
396,Arctic Aven,0,1,1,0,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Arctic Foxes,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Arctic Merfolk,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Arctic Nishoba,0,1,0,0,0,1,5,0,0,0,0,1,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,Arctic Wolves,0,0,0,0,0,1,3,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Arcum Dagsson,0,0,1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Ardent Militia,0,1,0,0,0,0,4,1,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
403,Ardent Recruit,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Ardent Soldier,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,Arena Athlete,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Arena Rector,0,1,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
